Artikelnummer;Bezeichnung;EAN;Netto
18-100438;"Kinder-Langarm-Shirt ""04"" 128";4251201494891;11.17
18-100438;"Kinder-Langarm-Shirt ""04"" 110-116";4251201494884;11.17
18-100437;"Kinder-T-Shirt ""SC"" 98-104";4251201494792;11.17
18-100437;"Kinder-T-Shirt ""SC"" 164";4251201494846;11.17
18-100437;"Kinder-T-Shirt ""SC"" 152";4251201494839;11.17
18-100437;"Kinder-T-Shirt ""SC"" 140";4251201494822;11.17
18-100437;"Kinder-T-Shirt ""SC"" 128";4251201494815;11.17
18-100437;"Kinder-T-Shirt ""SC"" 110-116";4251201494808;11.17
18-100436;"T-Shirt ""SC Freiburg gold"" (w) XXL";4251201494785;13.96
18-100436;"T-Shirt ""SC Freiburg gold"" (w) XS";4251201494730;13.96
18-100436;"T-Shirt ""SC Freiburg gold"" (w) XL";4251201494778;13.96
18-100436;"T-Shirt ""SC Freiburg gold"" (w) S";4251201494747;13.96
18-100436;"T-Shirt ""SC Freiburg gold"" (w) M";4251201494754;13.96
18-100436;"T-Shirt ""SC Freiburg gold"" (w) L";4251201494761;13.96
18-100434;Weihnachtspullover 18/19 Kids 164;4251201494952;16.77
18-100434;Weihnachtspullover 18/19 Kids 152;4251201494945;16.77
18-100434;Weihnachtspullover 18/19 Kids 140;4251201494938;16.77
18-100430;"Strickjacke ""SC Freiburg"" XXL";4251201494457;38.54
18-100430;"Strickjacke ""SC Freiburg"" XL";4251201494440;38.54
18-100430;"Strickjacke ""SC Freiburg"" S";4251201494419;38.54
18-100430;"Strickjacke ""SC Freiburg"" M";4251201494426;38.54
18-100430;"Strickjacke ""SC Freiburg"" L";4251201494433;38.54
18-100430;"Strickjacke ""SC Freiburg"" 3XL";4251201494464;38.54
18-100429;"Sweat-Jacke ""04"" XXL";4251201494389;41.84
18-100429;"Sweat-Jacke ""04"" XL";4251201494372;41.84
18-100429;"Sweat-Jacke ""04"" M";4251201494358;41.84
18-100429;"Sweat-Jacke ""04"" L";4251201494365;41.84
18-100429;"Sweat-Jacke ""04"" 4XL";4251201494402;41.84
18-100429;"Sweat-Jacke ""04"" 3XL";4251201494396;41.84
18-100427;"Hoodie ""Berge"" XXL";4251201494242;33.59
18-100427;"Hoodie ""Berge"" XL";4251201494235;33.59
18-100427;"Hoodie ""Berge"" S";4251201494204;33.59
18-100427;"Hoodie ""Berge"" M";4251201494211;33.59
18-100427;"Hoodie ""Berge"" L";4251201494228;33.59
18-100427;"Hoodie ""Berge"" 4XL";4251201494266;33.59
18-100427;"Hoodie ""Berge"" 3XL";4251201494259;33.59
18-100426;"Polo-Shirt ""04"" XXL";4251201494174;25.24
18-100426;"Polo-Shirt ""04"" XL";4251201494167;25.24
18-100426;"Polo-Shirt ""04"" S";4251201494136;25.24
18-100426;"Polo-Shirt ""04"" M";4251201494143;25.24
18-100426;"Polo-Shirt ""04"" L";4251201494150;25.24
18-100426;"Polo-Shirt ""04"" 4XL";4251201494198;25.24
18-100426;"Polo-Shirt ""04"" 3XL";4251201494181;25.24
18-100422;"Geschenkverpackung ""scfreiburg""";4251111203071;4.4
18-100421;"Knautschball ""scfreiburg""";4251111203064;5.39
18-100420;"Federtasche ""Wappen + Füchsle""";42511111203057;7.77
18-100419;"Miniball ""Schriftzug""";4251111203040;7.27
18-100418;"Beanie Kids ""Füchsle""";4251111203033;8.56
18-100417;"Kinderrucksack ""Wappen""";4251111203026;14.86
18-100416;"Bauchtasche 3D ""scfreiburg""";4251111203019;8.26
18-100415;"Kulturtasche 3D ""scfreiburg""";4251111203002;11.21
18-100414;"Messenger Bag 3D ""scfreiburg""";4251111202999;17.91
18-100413;"Rucksack 3D ""scfreiburg""";4251111202982;21.01
18-100412;"Brustbeutel ""SCF""";4057613206318;7.73
18-100411;"Federmappe ""SCF""";4057613207346;11.75
18-100410;"Fischerhut ""scfreiburg""";4057613206653;10.57
18-100409;"Zollstock ""SC Freiburg""";4260099234236;3.97
18-100408;"Pin ""Schal""";4260099234328;2.7
18-100407;"Pin ""Südbaden""";4260099234311;2.7
18-100406;"Pin ""Greif""";4260099234304;2.7
18-100405;"Schal ""SC""";426009923429 8;8.17
18-100404;"Schal ""Kurve""";426009923428 1;8.17
18-100403;"Schal ""Verlauf""";426009923427 4;8.17
18-100402;"Schal ""Winkel""";426009923426 7;8.17
18-100401;"Schal ""Greif""";426009923425 0;8.17
18-100400;"Schal ""Retro""";426009923424 3;8.17
18-100399;"Grußkarte ""Geburtstag""";4048883987847;1.61
18-100398;"Grußkarte ""Gratulation""";4048883987830;1.61
18-100397;"Tasse ""Dämmerung""";4048883988165;4.2
18-100396;"Badematte ""Skyline""";4048883983252;8.17
18-100394;"Handtuch ""Taki""";4048883983368;6.72
18-100393;"Duschtuch ""Entspannung""";4048883983313;14.23
18-100392;"Handtuch ""Entspannung""";4048883983306;8.26
18-100390;"Klappkissen ""Skyline""";4048883983283;7.07
18-100385;Schnapsglas 2er-Set;4260537985249;5.39
18-100384;"Stockfahne ""Greif""";4260537985232;5.66
18-100383;"Stockfahne ""Streifen""";4260537985225;4.89
18-100382;"Hissfahne ""SC Freiburg""";4260537985218;13.96
18-100381;"Schlüsselanhänger ""1904""";4260537985201;4.34
18-100380;"Schlüsselanhänger ""Filz""";4260537985195;3.25
18-100379;"Schlüsselanhänger ""Flaschenöffner""";4260537985188;4.39
18-100378;"Gartenzwerg ""Fan""";4260537985171;10.25
18-100377;"Salz- und Pfefferstreuer Set ""Ball""";4260537985164;5.93
18-100376;Windlicht 2er-Set;4260537985157;5.01
18-100375;"Tasse ""Metallic""";4260537985140;5.91
18-100374;"Tasse ""Fußball""";4260537985133;7.17
18-100373;"Tasse ""Greif""";4260537985126;7.57
18-100372;"Tasse ""Schriftzug""";4260537985119;5.24
18-100363;"Kinder-Hoodie ""Füchsle + Wappen"" 9-11";4057613208541;17.16
18-100363;"Kinder-Hoodie ""Füchsle + Wappen"" 7-8";4057613208534;17.16
18-100363;"Kinder-Hoodie ""Füchsle + Wappen"" 5-6";4057613208527;17.16
18-100363;"Kinder-Hoodie ""Füchsle + Wappen"" 3-4";4057613208510;17.16
18-100363;"Kinder-Hoodie ""Füchsle + Wappen"" 12-14";4057613208558;17.16
18-100357;"Cap ""Wappen/Streifen""";4260486568708;9.72
18-100354;"Cap ""SCF 1904 Greif""";4260486568692;8.88
18-100353;"Cap ""Meine Stadt""";4260486568685;8.88
18-100352;"Cap ""SC Freiburg destroyed""";4260486568678;8.88
18-100344;"Cap ""NE 59FIFTY Tonal Stick"" 7 1-2";192095515092;19.09
18-100344;"Cap ""NE 59FIFTY Tonal Stick"" 7 3-8";192095515139;19.09
18-100344;"Cap ""NE 59FIFTY Tonal Stick"" 7";192095515085;19.09
18-100344;"Cap ""NE 59FIFTY Tonal Stick"" 7 1-8";192095515115;19.09
18-100344;"Cap ""NE 59FIFTY Tonal Stick"" 7 1-4";192095515108;19.09
18-100341;"Cap ""Military""";192095515016;12.54
17-100462;"Regenschirm ""SC Freiburg""";4250039676875;14.68
17-100459;"Hoodie ""Pin Up Südbaden"" - XXL";4250577719485;21.82
17-100459;"Hoodie ""Pin Up Südbaden"" - XL";4250577719478;21.82
17-100459;"Hoodie ""Pin Up Südbaden"" - S";4250577719447;21.82
17-100459;"Hoodie ""Pin Up Südbaden"" - M";4250577719454;21.82
17-100459;"Hoodie ""Pin Up Südbaden"" - L";4250577719461;21.82
17-100459;"Hoodie ""Pin Up Südbaden"" - 3XL";4250577719492;21.82
17-100364;"Mütze ""Wappen""";1710036400000;8.36
17-100339;"Backclip ""Fankurve"" iPhone X";4260350087038;12.13
17-100336;"Armband Cord ""Wappen""";4057613204932;5.43
17-100326;"Hoodie ""Stadtwappen"" XXXL";4260446124425;30.02
17-100326;"Hoodie ""Stadtwappen"" XXL";4260446124418;30.02
17-100326;"Hoodie ""Stadtwappen"" XL";4260446124401;30.02
17-100326;"Hoodie ""Stadtwappen"" S";4260446124371;30.02
17-100326;"Hoodie ""Stadtwappen"" M";4260446124388;30.02
17-100326;"Hoodie ""Stadtwappen"" L";4260446124395;30.02
17-100326;"Hoodie ""Stadtwappen"" 4XL";4260446124432;30.02
17-100317;"Weihnachtskugel-Set Glitter ""4er""";4052400313231;6.69
17-100301;"Thermobecher ""Wappen""";4048883945601;6.72
17-100288;"Hoodie ""Basic Wappen"" XXL";4250577718648;24.55
17-100288;"Hoodie ""Basic Wappen"" XL";4250577718631;24.55
17-100288;"Hoodie ""Basic Wappen"" S";4250577718600;24.55
17-100288;"Hoodie ""Basic Wappen"" M";4250577718617;24.55
17-100288;"Hoodie ""Basic Wappen"" L";4250577718624;24.55
17-100287;"T-Shirt ""Basic Wappen"" XXXL";4250577718594;8.16
17-100287;"T-Shirt ""Basic Wappen"" XXL";4250577718587;8.16
17-100287;"T-Shirt ""Basic Wappen"" XL";4250577718570;8.16
17-100287;"T-Shirt ""Basic Wappen"" S";4250577718549;8.16
17-100287;"T-Shirt ""Basic Wappen"" M";4250577718556;8.16
17-100287;"T-Shirt ""Basic Wappen"" L";4250577718563;8.16
17-100285;"Duschgel ""Hair&Body""";4260537981999;2.27
17-100275;Schokotafel;4013900942697;1.64
17-100273;"Ladekabel ""Wappen""";4260479981330;8.16
17-100268;"Babyflasche ""Füchsle""";4001071011366;2.48
17-100267;"Schnuller ""Wappen""";4001071011373;4
17-100258;"Backclip""Ton in Ton"" Galaxy S8";42603500867710;12.13
17-100253;Heftetiketten 8er-Set DIN A5;4260370442350;2.16
17-100251;"3D-Aufkleber ""SC Freiburg""";4260370442336;2.41
17-100250;"3D-Aufkleber ""Wappen""";4260370442329;2.44
17-100246;"Mini-Wimpelkette ""scfreiburg""";4260099234144;5.68
17-100245;"Autoschal ""SC Fans on Tour""";4260099234168;5.65
17-100234;"Schlafanzug ""SC Freiburg"", XXL";4251201492828;23.5
17-100234;"Schlafanzug ""SC Freiburg"", Xl";4251201492811;23.5
17-100234;"Schlafanzug ""SC Freiburg"", S";4251201492781;23.5
17-100234;"Schlafanzug ""SC Freiburg"", M";4251201492798;23.5
17-100234;"Schlafanzug ""SC Freiburg"", L";4251201492804;23.5
17-100234;"Schlafanzug ""SC Freiburg"", 3XL";4251201492835;23.5
17-100226;"Nickikissen ""Logo""";4048883932687;10.64
17-100225;"Kinderglas ""Füchsle""";4900224023693;2.9
17-100224;"Bierkrug ""Wappen""";4900224023679;4.17
17-100223;"Trinkglas ""Skyline""";4900224023709;4.05
17-100220;"Schnapsglas ""Krug""";4900224023686;3.03
17-100219;"Aschenbecher ""scfreiburg""";4900224023730;3.8
17-100213;"Cap ""NE Greif"" S/M";191715801935;17.45
17-100213;"Cap ""NE Greif"" M/L";191715801928;17.45
17-100204;"Babymütze ""Bommel"", 80/86";9008433081284;7.94
17-100204;"Babymütze ""Bommel"", 68/74";9008433081277;7.94
17-100204;"Babymütze ""Bommel"", 56/62";9008433081260;7.94
17-100203;"Schal ""Schrägbalken rot""";4260446510099;7.59
17-100202;"Schal ""Balken Wappen""";4260446510105;9.25
17-100200;"Schal ""Meine Stadt""";4260099234069;7.59
17-100199;Füchsle Fruchtgummi;4002590301662;1.34
17-100198;"Kennzeichenrahmen ""3D""";4052983569070;4.77
17-100197;Nikolaus-Figuren 2er-Set;4260537980640;5.96
17-100196;"Schlüsselanhänger ""Spinner""";4260537980633;4.72
17-100195;"Schlüsselanhänger ""3er""";4260537980510;2.94
17-100194;"Schlüsselanhänger ""Retro""";4260537980626;4.57
17-100193;"Zahnbürste ""scfreiburg""";4260537980619;2.38
17-100192;"Lippenpflegestift ""scfreiburg""";4260537980602;2.38
17-100191;"Fleecehandschuhe ""Wappen"" S";4260537980589;5.66
17-100191;"Fleecehandschuhe ""Wappen"" M";4260537980596;5.66
17-100191;"Fleecehandschuhe ""Wappen"" L";4260537983542;5.66
17-100189;"Tasse ""Streifen""";4260537980565;5
17-100187;"Tasse ""Hymne""";4260537980503;7.57
17-100174;"Softshellhandschuhe ""Wappen"" L";4048883930935;10.1
17-100174;"Softshellhandschuhe ""Wappen"" M";4048883930911;10.1
17-100174;"Softshellhandsch. ""Wappen"" XL";4048883930904;10.1
17-100172;"Trinkflasche "Edelstahl";763332021487;16.58
17-100167;"Brotdose ""Füchsle""";4251111202463;6.16
17-100166;"Gelenkband ""Logo""";4251111202579;4.12
17-100165;"Sonnenblenden ""Wappen""";4251111202555;9.16
17-100164;"Kugelschreiber ""Schriftzug""";4251111202494;4
17-100153;"Wendebeanie Kids ""red-grey""";4260486568272;7.42
17-100149;"Wollmütze ""Exclusiv""";4260486568289;11.28
17-100141;"3D-Becher ""Kritzel""";4048883923425;2.48
17-100140;"Tasse ""Original""";4048883924200;5.04
16-100137;"Kartenspiel ""Füchsle""";4260029823059;2.47
16-100129;Pocket Sleeve Size XL;4260350085812;9.28
16-100128;Pocket Sleeve Size L;4260350085805;9.28
16-100127;Pocket Sleeve Size M;4260350085799;9.28
16-100112;"Weihnachtsb.-Spitze Wappen";4052400792388;8.44
16-100092;"Wendebeanie ""rot-schwarz""";4260143857596;8.79
16-100091;"Bronxmütze ""Wappen"" Kids";4260143857589;7.39
16-100090;"Bronxmütze ""Wappen"" Erw.";4260143857572;8.18
16-100086;"Schlüsselanhänger ""Chip VI""";4260439984890;4
16-100085;"Filz-Set ""Weihnachten""";4260439984944;4
16-100084;"Waschlappen ""rot-weiß""";4048883849657;2.51
16-100079;"Fanwimpel ""rot-weiß""";4260099233772;5.48
16-100078;"Ligawimpel ""rot-weiß""";4260099233765;7.24
16-100077;"Autobanner ""rot-weiß""";4260099233758;2.8
16-100067;"Hausschuhe ""Wappen"", 46";4260446310361;8.41
16-100067;"Hausschuhe ""Wappen"", 45";4260446310354;8.41
16-100067;"Hausschuhe ""Wappen"", 44";4260446310347;8.41
16-100067;"Hausschuhe ""Wappen"", 43";4260446310330;8.41
16-100067;"Hausschuhe ""Wappen"", 42";4260446310323;8.41
16-100067;"Hausschuhe ""Wappen"", 41";4260446310316;8.41
16-100067;"Hausschuhe ""Wappen"", 40";4260446310309;8.41
16-100067;"Hausschuhe ""Wappen"", 39";4260446310293;8.41
16-100067;"Hausschuhe ""Wappen"", 38";4260446310286;8.41
16-100067;"Hausschuhe ""Wappen"", 36";4260446310279;8.41
16-100067;"Hausschuhe ""Wappen"", 34";4260446310262;8.41
16-100067;"Hausschuhe ""Wappen"", 32";4260446310255;8.41
16-100067;"Hausschuhe ""Wappen"", 30";4260446310248;8.41
16-100067;"Hausschuhe ""Wappen"", 28";4260446310231;8.41
16-100055;"Blechpostkarte ""Schwarzwald""";4036113705644;1.74
16-100054;"Wandspiegel ""Wappen""";4250536800735;25.13
15002-04;"Aufnäher ""Wappen klein""";1500204;1.11
15001;Wappen-Aufnäher;1500100;1.97
14004-14;"Feuerzeug ""Wappen"" silber";4037634230738;6.04
14004-14;"Feuerzeug ""Wappen"" schwarz";4037634230769;6.04
10042;Blockschal rot/schwarz;4260099233512;7.92
10015-15;"Schal ""sportclub freiburg""";4260099233178;7.59
10013-13;"Schal ""Leidenschaft II""";4260099232607;7.59
8016;Autogrammkartensatz Frauen;801600;4.21
5201;Aufkleber Wappen;520100;0.56
05012-12;Autoaufkleber *Wings*;4260211477787;4.93
05007-07;"Aufkleberkarte ""3er""";500707;0.85
