Lieferantennummer;Artikelnummer;Artikelbezeichnung;EAN-Nummer;Warengruppe;Verpackungseinheit;Rabattgruppe;Mehrwertsteuerschlüssel;Netto-/Grundnettopreis;Unverbindliche VK-Preisempfehlung
4007176;63588;Indische Elefantenkuh;4007176635889;43;6;0;1;5.42;10.49
4007176;63589;Indisches Elefantenkalb;4007176635896;43;6;0;1;2.33;4.99
4007176;63594;Schimpansin mit Baby;4007176635940;43;6;0;1;3.1;6.99
4007176;63602;Panther;4007176636022;43;6;0;1;3.78;7.99
4007176;63608;Elch;4007176636084;43;3;0;1;3.78;7.99
4007176;63659;Afrikanisches Elefantenkalb;4007176636596;43;6;0;1;2.33;4.99
4007176;63668;Giraffe;4007176636688;43;3;0;1;3.78;7.99
4007176;63669;Giraffen Junges;4007176636695;43;6;0;1;1.98;3.99
4007176;63675;Zebra;4007176636756;43;6;0;1;3.1;6.99
4007176;63676;Zebra Junges;4007176636763;43;6;0;1;2.33;4.99
4007176;63678;Panda;4007176636787;43;6;0;1;2.68;5.99
4007176;63679;Panda Junges;4007176636794;43;6;0;1;1.52;2.99
4007176;63680;Löwe;4007176636800;43;6;0;1;2.68;5.99
4007176;63681;Löwin;4007176636817;43;6;0;1;2.68;5.99
4007176;63682;Löwen Junges;4007176636824;43;6;0;1;1.52;2.99
4007176;63683;Tiger braun;4007176636831;43;6;0;1;2.68;5.99
4007176;63684;Tiger Junges braun;4007176636848;43;6;0;1;1.52;2.99
4007176;63685;Afrikanischer Elefant;4007176636855;43;3;0;1;5.42;10.49
4007176;63686;Schimpansen Junges;4007176636862;43;6;0;1;1.52;2.99
4007176;63687;Tiger weiß;4007176636879;43;6;0;1;2.68;5.99
4007176;63688;Tiger Junges weiß;4007176636886;43;6;0;1;1.52;2.99
4007176;63689;Alligator Junges;4007176636893;43;6;0;1;1.98;3.99
4007176;63690;Alligator;4007176636909;43;6;0;1;3.1;6.99
4007176;63691;Nilpferd;4007176636916;43;6;0;1;4.73;10.99
4007176;63692;Nilpferd Kalb;4007176636923;43;6;0;1;1.98;3.99
4007176;63694;Kleiner Panda;4007176636947;43;6;0;1;1.98;3.99
4007176;63695;Komodowaran;4007176636954;43;6;0;1;3.1;6.99
4007176;63697;Spitzmaulnashorn;4007176636978;43;6;0;1;3.1;6.99
4007176;63698;Kaffernbüffel;4007176636985;43;3;0;1;3.1;6.99
4007176;63699;Silberrücken Gorilla;4007176636992;43;6;0;1;3.1;6.99
4007176;63710;Giraffen Bulle;4007176637104;43;3;0;1;4.73;10.99
4007176;63715;Flamingo;4007176637159;43;6;0;1;1.98;3.99
4007176;63716;Flamingo pink;4007176637166;43;6;0;1;1.98;3.99
4007176;63717;Flamingo rot;4007176637173;43;6;0;1;1.98;3.99
4007176;64359;Feldhase;4007176643594;43;6;0;1;1.52;2.99
4007176;64375;Weinbergschnecke;4007176643754;43;6;0;1;2.33;4.99
4007176;64396;Frischling;4007176643969;43;6;0;1;1.52;2.99
4007176;64401;Igel;4007176644010;43;6;0;1;1.52;2.99
4007176;64422;Hirschkuh;4007176644225;43;6;0;1;2.33;4.99
4007176;64423;Eichhörnchen;4007176644232;43;6;0;1;1.52;2.99
4007176;64433;Rothirsch;4007176644331;43;6;0;1;2.68;5.99
4007176;64436;Rehbock;4007176644362;43;6;0;1;1.98;3.99
4007176;64438;Rehkitz;4007176644386;43;6;0;1;1.52;2.99
4007176;64445;Fuchs;4007176644454;43;6;0;1;1.52;2.99
4007176;64446;Wildschwein;4007176644461;43;6;0;1;1.98;3.99
4007176;64448;Hirsch Kalb;4007176644485;43;6;0;1;1.52;2.99
4007176;64449;Luchs;4007176644492;43;6;0;1;2.33;4.99
4007176;64450;Gämse;4007176644508;43;6;0;1;1.98;3.99
4007176;64453;Erdmännchen;4007176644539;43;6;0;1;1.52;2.99
4007176;64455;Murmeltier;4007176644553;43;6;0;1;1.52;2.99
4007176;64456;Biber;4007176644560;43;6;0;1;1.52;2.99
4007176;64457;Dachs;4007176644577;43;6;0;1;1.98;3.99
4007176;64462;Fischotter;4007176644621;43;6;0;1;1.52;2.99
4007176;64466;Wolf Welpe;4007176644669;43;6;0;1;1.52;2.99
4007176;64467;Wolf heulend;4007176644652;43;6;0;1;2.33;4.99
4007176;64610;Hamster;4007176646106;43;6;0;1;1.52;2.99
4007176;64611;Hase;4007176646113;43;6;0;1;1.52;2.99
4007176;64612;Kaninchen;4007176646120;43;6;0;1;1.52;2.99
4007176;64613;Meerschweinchen;4007176646137;43;6;0;1;1.52;2.99
4007176;65382;Golden Retriever Vinnie;4007176653821;43;6;0;1;2.68;5.99
4007176;65386;Dalmatiner Bingo;4007176653869;43;6;0;1;2.68;5.99
4007176;65424;Beagle Henry;4007176654248;43;6;0;1;1.98;3.99
4007176;65425;Mops Percy;4007176654255;43;6;0;1;1.98;3.99
4007176;65427;Golden Retriever Welpe Sunny;4007176654279;43;6;0;1;1.52;2.99
4007176;65437;Berner Sennenhund Welpe Joy;4007176654378;43;6;0;1;1.52;2.99
4007176;65445;Bernhardiner Ben;4007176654453;43;6;0;1;2.33;4.99
4007176;65446;Labrador Jenny;4007176654460;43;6;0;1;2.33;4.99
4007176;65448;Schäferhund Rex;4007176654484;43;6;0;1;2.33;4.99
4007176;65449;Berner Sennenhund Bianca;4007176654491;43;6;0;1;2.33;4.99
4007176;65452;Französiche Bulldogge Sammy;4007176654521;43;6;0;1;1.52;2.99
4007176;66362;Hauskatze Moritz;4007176663622;43;6;0;1;1.98;3.99
4007176;66363;Kartäuserkatze Minka;4007176663639;43;6;0;1;1.98;3.99
4007176;66365;Perserkatze Princess;4007176663653;43;6;0;1;1.98;3.99
4007176;66370;Hauskatze Kimmy;4007176663707;43;6;0;1;1.98;3.99
4007176;66371;American Shorthair Francis;4007176663714;43;6;0;1;1.98;3.99
4007176;67250;Micro Kugelfisch;4007176672501;43;50;0;1;0.4;1
4007176;67252;Micro Schildkröte;4007176672525;43;50;0;1;0.4;1
4007176;67253;Micro Flusspferd;4007176672532;43;50;0;1;0.4;1
4007176;67255;Micro Pinguin;4007176672556;43;50;0;1;0.4;1
4007176;67257;Micro Krokodil;4007176672570;43;50;0;1;0.4;1
4007176;67258;Micro Lobster;4007176672587;43;50;0;1;0.4;1
4007176;67259;Micro Octopus;4007176672594;43;50;0;1;0.4;1
4007176;67260;Micro Seehund;4007176672600;43;50;0;1;0.4;1
4007176;67261;Micro Eisbär;4007176672617;43;50;0;1;0.4;1
4007176;67262;Micro Delphin;4007176672624;43;50;0;1;0.4;1
4007176;67409;Schwertwal;4007176674093;43;6;0;1;3.1;6.99
4007176;67410;Weißer Hai;4007176674109;43;6;0;1;2.68;5.99
4007176;67411;Blauhai;4007176674116;43;6;0;1;2.68;5.99
4007176;67412;Delphin;4007176674123;43;6;0;1;2.68;5.99
4007176;68389;Skorpion;4007176683897;43;6;0;1;2.33;4.99
4007176;68401;Laubfrosch;4007176684016;43;6;0;1;1.52;2.99
4007176;68430;Wolfsspinne;4007176684306;43;6;0;1;2.68;5.99
4007176;68440;Fledermaus;4007176684405;43;6;0;1;2.33;4.99
4007176;68441;Fledermaus Baby;4007176684412;43;6;0;1;1.52;2.99
4007176;68453;Vogelspinne;4007176684535;43;6;0;1;2.68;5.99
4007176;68454;Sydney-Trichternetzspinne;4007176684542;43;6;0;1;2.68;5.99
4007176;68457;Weißknie Vogelspinne;4007176684573;43;6;0;1;2.33;4.99
4007176;68458;Röhrenspinne;4007176684580;43;6;0;1;1.98;3.99
4007176;68459;Blaue Ornamentvogelspinne;4007176684597;43;6;0;1;2.33;4.99
4007176;68493;Feuersalamander;4007176684931;43;6;0;1;2.68;5.99
4007176;68498;Chamäleon;4007176684986;43;6;0;1;2.68;5.99
4007176;68516;Rotaugenlaubfrosch;4007176685167;43;6;0;1;1.98;3.99
4007176;69351;Weißkopfadler;4007176693513;43;6;0;1;2.68;5.99
4007176;69354;Schnee-Eule;4007176693544;43;6;0;1;1.98;3.99
4007176;69356;Wanderfalke;4007176693568;43;6;0;1;1.98;3.99
4007176;69381;Wellensittich;4007176693810;43;6;0;1;1.98;3.99
4007176;69385;Mäusebussard;4007176693858;43;6;0;1;2.68;5.99
4007176;69388;Tukan;4007176693889;43;6;0;1;2.68;5.99
4007176;69390;Pfau;4007176693902;43;6;0;1;2.68;5.99
4007176;69396;Uhu;4007176693964;43;6;0;1;2.33;4.99
4007176;69397;Braunbär;4007176693971;43;3;0;1;3.78;7.99
4007176;69399;Braunbär Junges;4007176693995;43;6;0;1;1.98;3.99
4007176;75519;Einhorn;4007176755198;43;6;0;1;2.68;5.99
4007176;75540;Fee;4007176755402;43;6;0;1;2.33;4.99
4007176;75541;Phoenix;4007176755419;43;6;0;1;2.68;5.99
4007176;75548;Drachen mit 3 Köpfen orange;4007176755488;43;3;0;1;8.45;16.99
4007176;75570;Einhorn Stute;4007176755709;43;6;0;1;3;5.99
4007176;75571;Einhorn Hengst;4007176755716;43;6;0;1;3.5;6.99
4007176;75572;Einhorn Fohlen;4007176755723;43;6;0;1;3;5.99
4007176;75573;Feuerdrache Ignis;4007176755730;43;3;0;1;8.45;16.99
4007176;75574;Wasserdrache Aquarius;4007176755747;43;3;0;1;8.45;16.99
4007176;75591;Drache fliegend rotbraun;4007176755914;43;6;0;1;3.1;6.99
4007176;75592;Drache fliegend türkis;4007176755921;43;6;0;1;3.1;6.99
4007176;75593;Drache sitzend grün;4007176755938;43;6;0;1;2.68;5.99
4007176;75594;Drache sitzend blau/silber;4007176755945;43;6;0;1;2.68;5.99
4007176;75595;Drache sitzend orange;4007176755952;43;6;0;1;2.68;5.99
4007176;75596;Drache mit 2 Köpfen grün;4007176755969;43;6;0;1;3.1;6.99
4007176;75597;Drache mit 2 Köpfen schwarz;4007176755976;43;6;0;1;3.1;6.99
4007176;75598;Drache mit 2 Köpfen orange;4007176755983;43;6;0;1;3.1;6.99
4007176;75602;Zauberer Elarion;4007176756027;43;6;0;1;2.33;4.99
4007176;75659;Pegasus Hengst;4007176756591;43;3;0;1;4;7.99
4007176;80025;Ritter Sortiment 24 St;4007176800256;43;1;0;1;73.12;0
4007176;80206;Mikro Tiere Sort 240 St;4007176802069;43;1;0;1;96;0
4007176;80764;Schwertkämpfer blau;4007176800256;43;6;0;1;2.68;5.99
4007176;80765;Schwertkämpfer rot;4007176807651;43;6;0;1;2.68;5.99
4007176;80766;Schlachtross blau;4007176807668;43;3;0;1;3.78;7.99
4007176;80767;Schlachtross rot;4007176807675;43;3;0;1;3.78;7.99
4007176;80768;Turnierpferd rot;4007176807682;43;3;0;1;3.78;7.99
4007176;80769;Turnierpferd blau;4007176807699;43;3;0;1;3.78;7.99
4007176;80780;Axtkämpfer blau;4007176807804;43;6;0;1;2.68;5.99
4007176;80781;Bogenschütze blau;4007176807811;43;6;0;1;2.68;5.99
4007176;80782;Turnierritter rot;4007176807828;43;6;0;1;2.68;5.99
4007176;80783;Kreuzritter rot;4007176807835;43;6;0;1;2.68;5.99
4007176;80784;Prinz mit Schwert blau;4007176807842;43;6;0;1;2.68;5.99
4007176;80785;Turnierritter blau;4007176807859;43;6;0;1;2.68;5.99
4007176;80786;Prinz mit Schwert rot;4007176807866;43;6;0;1;2.68;5.99
4007176;80787;Bogenschütze rot;4007176807873;43;6;0;1;2.68;5.99
4007176;80788;Axtkämpfer rot;4007176807880;43;6;0;1;2.68;5.99
4007176;13170;WD Nick Wilde;4007176131701;43;6;0;1;2.68;5.99
4007176;13171;WD Judy Hopps;4007176131718;43;6;0;1;2.33;4.99
4007176;13172;WD Mr. Big;4007176131725;43;6;0;1;2.33;4.99
4007176;13173;WD Chief Bogo;4007176131732;43;3;0;1;3.78;7.99
4007176;13174;WD Flash;4007176131749;43;6;0;1;3.1;6.99
4007176;13175;WD Ele-Finnick;4007176131756;43;6;0;1;2.33;4.99
4007176;13430;WD Elsa OFA Single Pack-Charm;4007176134306;43;6;0;1;4.49;8.99
4007176;13431;WD Anna OFA Single Pack- Char;4007176134313;43;6;0;1;4.49;8.99
4007176;43170;Q Pootle 5;4007176431702;43;6;0;1;2.38;4.99
4007176;43171;Stella;4007176431719;43;6;0;1;2.38;4.99
4007176;43172;Oopsy;4007176431726;43;6;0;1;2.38;4.99
4007176;43173;Groobie;4007176431733;43;6;0;1;2.38;4.99
4007176;43174;Eddi;4007176431740;43;6;0;1;2.38;4.99
4007176;43175;Bud-D;4007176431757;43;6;0;1;2.38;4.99
4007176;43180;Q Pootle 5 Sortiment 24 St;4007176431801;43;1;0;1;57.12;119.76
4007176;43310;Spardose Yakari;4007176433102;43;3;0;1;10.31;20.95
4007176;43500;Spardose Sandmännchen;4007176435007;43;3;0;1;8.45;16.99
4007176;62102;Spardose Schaf;4007176621028;43;3;0;1;6.66;12.99
4007176;90004;LEGO DC Batman;4041268219038;43;6;0;1;6.61;11.95
4007176;90005;LEGO DC Harley Quinn;4041268202672;43;6;0;1;6.61;11.95
4007176;90006;LEGO DC The Joker;4041268204799;43;6;0;1;6.61;11.95
4007176;90007;LEGO Super Heroes Batman;4041268401167;43;4;0;1;16.3;29.99
4007176;90008;LEGO DC Superman;4041268219007;43;6;0;1;6.61;11.95
4007176;90012;LEGO Nexo Knights Aaron;4041268312524;43;6;0;1;8.35;14.99
4007176;90013;LEGO Nexo Knights Clay;4041268312517;43;6;0;1;8.35;14.99
4007176;90016;LEGO Ninjago Jay;4041268402607;43;6;0;1;6.61;11.95
4007176;90017;LEGO Ninjago Kai;4041268402638;43;6;0;1;6.61;11.95
4007176;90018;LEGO Ninjago Lloyd;4041268402669;43;6;0;1;6.61;11.95
4007176;90019;LEGO Ninjago Wandlicht Jay;4041268402973;43;3;0;1;11.7;19.99
4007176;90020;LEGO Ninjago Wandlicht Kai;4041268403000;43;3;0;1;11.7;19.99
4007176;90022;LEGO Star Wars Admiral Ackbar;4041268202795;43;6;0;1;6.61;11.95
4007176;90024;LEGO Star Wars Boba Fett;4041268290228;43;6;0;1;6.61;11.95
4007176;90025;LEGO Star Wars C3PO;4041268290211;43;6;0;1;6.61;11.95
4007176;90027;LEGO Star Wars Chewbacca;4041268202696;43;6;0;1;6.61;11.95
4007176;90028;LEGO Star Wars Darth Vader;4041268290150;43;6;0;1;6.61;11.95
4007176;90029;LEGO Star Wars Darth Vader;4041268401075;43;4;0;1;16.3;29.99
4007176;90032;LEGO Star Wars R2D2;4041268290181;43;6;0;1;6.61;11.95
4007176;90034;LEGO Star Wars Stormtropper;4041268312623;43;6;0;1;6.61;11.95
4007176;90036;LEGO Star Wars Yoda;4041268290167;43;6;0;1;6.61;11.95
4007176;90062;LEGO Star Wars BB-8;4041268312630;43;6;0;1;9.12;17.99
4007176;90063;LEGO Batman Movie Bunny;4895028518011;43;6;0;1;6.76;12.99
4007176;90064;LEGO Batman Movie Glam;4895028518035;43;6;0;1;6.76;12.99
4007176;90065;LEGO Batman Movie Kimino;4895028518028;43;6;0;1;6.76;12.99
4007176;90066;LEGO Batman Movie Batgirl;4895028513559;43;6;0;1;6.76;12.99
4007176;90078;LEGO Ninjago Movie Jay;4895028519117;43;6;0;1;6.76;12.99
4007176;90079;LEGO Ninjago Movie Robin;4895028513580;43;6;0;1;6.76;12.99
4007176;90080;LEGO SW Prinzessin Lea;4895028519315;43;6;0;1;6.76;12.99
4007176;90081;LEGO Star Wars BB- 9E;4895028519780;43;6;0;1;9.12;17.99
4007176;90082;LEGO Star Wars Tie Pilot;4895028519797;43;6;0;1;6.76;12.99
4007176;90300;LEGO Gelschreiber 9 er Set;4041268399068;65;6;0;1;12.6;24.99
4007176;90301;LEGO Fasermaler 9 er Set;4895028514921;65;6;0;1;10.1;19.99
4007176;90303;LEGO Anspitzer 2 er Pack;4895028514969;65;12;0;1;2.58;4.99
4007176;90305;LEGO Lineal;4895028514983;65;6;0;1;7.6;14.99
4007176;90306;LEGO Gelschreiber blau 2 er P;4895028515034;65;12;0;1;5.2;9.99
4007176;90307;LEGO Bleistifte 9-er Set;4895028515041;65;6;0;1;5.1;9.99
4007176;90308;LEGO Gelschreiber schwarz 2 S;4895028515058;65;12;0;1;5.2;9.99
4007176;90310;LEGO Gelschreiber 3 er Set;4895028515133;65;12;0;1;6.6;12.99
4007176;90311;LEGO Buntstifte 9er Set;4895028515157;65;6;0;1;6.6;12.99
4007176;90312;LEGO Organizer Box;4895028515010;65;4;0;1;19.28;34.99
4007176;90313;LEGO Radierer 2erPack;4895028515195;65;12;0;1;2.58;4.99
4007176;90314;LEGO Stifte-Box blau;4895028515201;65;6;0;1;5.18;9.99
4007176;90315;LEGO LEGO Stifte-Box rot;4895028515218;65;6;0;1;5.18;9.99
4007176;90316;LEGO Notizbuch m.Lesezeichen;4895028515232;65;4;0;1;10.1;19.99
4007176;90317;LEGO Notizbuch m.Lesezeichen;4895028515256;65;4;0;1;10.1;19.99
4007176;90318;LEGO Skizzenbuch Rot;4895028516666;65;6;0;1;9.05;17.99
4007176;90319;LEGO Skizzenbuch Grau;4895028516680;65;6;0;1;9.05;17.99
4007176;90320;LEGO Notizbuch Rot mit;4895028515362;65;6;0;1;10.06;19.99
4007176;90321;LEGO Notizbuch Grau mit;4895028515379;65;6;0;1;10.06;19.99
4007176;90322;LEGO Gelschreiber 3er Set;4895028518615;65;12;0;1;6.6;12.99
4007176;90350;LEGO Friends Ringbuch;4007176903506;65;6;0;1;4.14;7.99
4007176;90352;LEGO Friends Notizbuch;4895028516055;65;12;0;1;4.68;8.99
4007176;90358;LEGO NEXO Knights Notizbuch;4895028515577;65;12;0;1;4.68;8.99
4007176;90366;LEGO Ninjago Ringbuch;4895028516635;65;6;0;1;4.14;7.99
4007176;90367;LEGO Ninjago Notizbuch;4895028516291;65;12;0;1;4.68;8.99
4007176;90392;LEGO Friends Radiergummi;4895028516086;65;24;0;1;2.07;3.99
4007176;90394;LEGO Ninjago Radiergummi;4895028516321;65;24;0;1;2.07;3.99
4007176;90397;LEGO Ninjago Movie Schreibw.;4007176903971;65;6;0;1;10.36;19.99
4007176;90401;LEGO Bleistifte 6er;4895028511401;65;12;0;1;2.58;4.99
4007176;90402;LEGO Iconic Buntstifte;4895028511760;65;12;0;1;2.58;4.99
4007176;90403;LEGO Iconic Sticker Bogen;4895028511630;65;12;0;1;2.58;4.99
4007176;90404;LEGO Iconic Mini-Spiralbuch;4895028511449;65;6;0;1;2.58;4.99
4007176;90405;LEGO Iconic Radierer 3er Pack;4895028511586;65;24;0;1;2.07;3.99
4007176;90406;LEGO Iconic Schreibwarenset;4007176904060;65;6;0;1;11.97;22.99
4007176;90407;LEGO Iconic Notizbuch;4895028511593;65;6;0;1;5.2;9.99
4007176;90408;LEGO Iconic Pencil with toppe;4895028511418;65;12;0;1;2.58;4.99
4007176;90409;LEGO Iconic Eraser 3 er Pack;4895028511425;65;12;0;1;2.58;4.99
4007176;90410;LEGO Iconic Stationary Set;4895028511654;65;12;0;1;3.09;5.99
4007176;90600;Sandastic Set WD Minnie;4041268398061;72;6;0;1;6.8;14.99
4007176;90601;Sandastic Set WD Cars;4041268317086;72;6;0;1;6.8;14.99
4007176;90602;Sandastic Set WD Mickey;4041268317093;72;6;0;1;6.8;14.99
4007176;90603;Sandastic Set WD Arielle;4041268317109;72;6;0;1;6.8;14.99
4007176;12436;WD Dumbo stehend;4007176124369;43;6;0;1;2.38;4.99
4007176;41620;Spardose Pilzhaus;4007176416204;43;3;0;1;11.05;21.99
4007176;44055;Kokosnuss Feriencamp;4007176440551;43;6;0;1;2.38;4.99
4007176;44056;Wokki;4007176440568;43;6;0;1;2.38;4.99
4007176;44415;Pummelfee Keks Schlüsselanhän;4007176444153;43;5;0;1;2.38;4.99
4007176;44416;Pummel mit Herz Schlüsselanhä;4007176444160;43;5;0;1;2.38;4.99
4007176;44417;Pummel-Schutzengel Schlüssela;4007176444177;43;5;0;1;2.38;4.99
4007176;44430;Bisu Single Pack;4007176444306;43;6;0;1;3.78;7.99
4007176;44431;Kuri Single Pack;4007176444313;43;6;0;1;3.78;7.99
4007176;44433;Purricorn Single Pack;4007176444337;43;6;0;1;3.78;7.99
4007176;44435;Zonbie-Teddy Single Pack;4007176444351;43;6;0;1;3.78;7.99
4007176;45400;Fuchs Finjo;4007176454008;43;6;0;1;4.49;8.99
4007176;45401;Bär Tommsy;4007176454015;43;6;0;1;4.49;8.99
4007176;45402;Schaf Wulli;4007176454022;43;6;0;1;4.49;8.99
4007176;45403;Katze Kimsi;4007176454039;43;6;0;1;4.49;8.99
4007176;45421;Die Schlafmützen Geschenk-Set;4007176454213;43;6;0;1;8.48;16.99
4007176;45422;Die Schlafmützen Geschenk-Set;4007176454220;43;6;0;1;8.48;16.99
4007176;62278;Micro Kätzchen sitzend grau;4007176622780;43;50;0;1;0.4;1
4007176;62279;Micro Kätzchen liegend grau;4007176622797;43;50;0;1;0.4;1
4007176;64368;Micro Frosch grün;4007176643686;43;5;0;1;0.4;1
4007176;66373;Wildkatze;4007176663738;43;6;0;1;1.98;3.99
4007176;90604;Aqua Gear Hydro Charger;4007176906040;43;6;0;1;9.1;19.99
4007176;90605;Aqua Gear Splash Shield;4007176906057;43;6;0;1;14.6;29.99
