Artikelnummer;Bezeichnung;EAN;Netto
12230;Kleiner Engel;4002162307566;13.55
12230;Kleiner Engel;4002162307573;13.55
12230;Kleiner Engel;4002162307580;13.55
12230;Kleiner Engel;4002162307597;13.55
12231;Little Spidy;4002162898934;17.5
12231;Little Spidy;4002162898941;17.5
12231;Little Spidy;4002162898958;17.5
12231;Little Spidy;4002162898965;17.5
12232;Einhorn;4002162899023;13.95
12232;Einhorn;4002162899030;13.95
12232;Einhorn;4002162899047;13.95
12233;Kleine Meerjungfrau;4002162898811;16.95
12233;Kleine Meerjungfrau;4002162898828;16.95
12233;Kleine Meerjungfrau;4002162898835;16.95
12236;Piratin Bonnie;4002162917871;17.55
12236;Piratin Bonnie;4002162917888;17.55
12236;Piratin Bonnie;4002162917895;17.55
12236;Piratin Bonnie;4002162917901;17.55
12236;Piratin Bonnie;4002162917918;17.55
12237;Deputy Weste;4002162221480;6.66
12237;Deputy Weste;4002162221497;6.66
12237;Deputy Weste;4002162221503;6.66
12237;Deputy Weste;4002162221510;6.66
12237;Deputy Weste;4002162221527;6.66
12237;Deputy Weste;4002162221534;6.66
12241;Kleine Prima-Ballerina;4002162901382;9.2
12241;Kleine Prima-Ballerina;4002162901399;9.2
12241;Kleine Prima-Ballerina;4002162901405;9.2
12241;Kleine Prima-Ballerina;4002162901412;9.2
12247;Skelettrobe;4002162798937;8.6
12247;Skelettrobe;4002162798944;8.6
12247;Skelettrobe;4002162798951;8.6
12247;Skelettrobe;4002162798968;8.6
12249;Krankenschwester;4002162917499;9.95
12249;Krankenschwester;4002162917505;9.95
12249;Krankenschwester;4002162917512;9.95
12251;Super Racer;4002162918328;12.71
12251;Super Racer;4002162918335;12.71
12251;Super Racer;4002162918342;12.71
12252;Krieger;4002162901733;9.95
12252;Krieger;4002162901740;9.95
12252;Krieger;4002162901757;9.95
12252;Krieger;4002162901764;9.95
12254;Kleiner Bogenschütze;4002162918076;13.95
12254;Kleiner Bogenschütze;4002162918083;13.95
12254;Kleiner Bogenschütze;4002162918090;13.95
12254;Kleiner Bogenschütze;4002162918106;13.95
12256;Clown Frack;4002162896411;12.46
12256;Clown Frack;4002162896428;12.46
12256;Clown Frack;4002162896435;12.46
12256;Clown Frack;4002162896442;12.46
12256;Clown Frack;4002162896459;12.46
12257;Clown Hose;4002162896466;9.95
12257;Clown Hose;4002162896473;9.95
12257;Clown Hose;4002162896480;9.95
12257;Clown Hose;4002162896497;9.95
12257;Clown Hose;4002162896503;9.95
12261;Tüllrock bunt;4002162321388;7.5
12261;Tüllrock bunt;4002162321395;7.5
12300;Latzhose Schokolinsen;4002162569155;12.5
12300;Latzhose Schokolinsen;4002162569162;12.5
12300;Latzhose Schokolinsen;4002162569179;12.5
12300;Latzhose Schokolinsen;4002162569186;12.5
12301;Pirat Jack;4002162590562;17.5
12301;Pirat Jack;4002162590579;17.5
